MP:0013118	swellings
HP:0008078	Thin metatarsal cortices
HP:0100724	Hypercoagulability
MP:0008381	absent gonial bone
HP:0001326	EEG with irregular generalized spike and wave complexes
MP:0003192	increased cholesterol efflux
HP:0011263	Forward facing earlobe
MP:0001197	oily skin
HP:0010777	Bronchomegaly
HP:0007437	Multiple cutaneous leiomyomas
HP:0011740	Glucocortocoid-insensitive primary hyperaldosteronism
MP:0011473	increased urine glycosaminoglycan level
HP:0030172	Peripheral amyelination
HP:0031044	Type A5 brachydactyly
MP:0020909	abnormal cue-induced reinstatement of an extinguished operant behavior for a cocaine reinforcer
HP:0010958	Bilateral renal agenesis
HP:0000104	Renal agenesis
HP:0001785	Ankle swelling
HP:0031322	Myocardial lymphocytic infiltration
HP:0004609	Patchy distortion of vertebrae
HP:0005879	Congenital finger flexion contractures
MP:0011768	abnormal urinary bladder trigone morphology
HP:0012463	Elevated transferrin saturation
MP:0013488	increased keratoacanthoma incidence
MP:0008275	failure of endochondral bone ossification
MP:0020612	decreased thalamus cell density
HP:0033328	Type II pneumocyte hyperplasia
HP:0033342	Anti-aquaporin 4 antibody positivity
HP:0008255	Transient neonatal diabetes mellitus
HP:0033987	Phosphaturic mesenchymal tumor
HP:0033891	Renal arteriolar lumen cholesterol emboli
HP:0004434	Decreased serum complement C8
HP:0410283	Positive blood acetaminophen test
MP:0012066	decreased astrocyte number
MP:0012064	abnormal astrocyte number
HP:0003864	Bifid humerus
HP:0008498	No permanent dentition
MP:0012469	increased genu of the facial nerve size
MP:0003646	muscle fatigue
MP:0009704	increased skin squamous cell carcinoma incidence
HP:0040044	Hypoplasia of the diaphragm
MP:0002767	situs ambiguus
HP:0031362	Sex-limited autosomal recessive inheritance
MP:0010103	small thoracic cage
HP:0100223	Triangular epiphysis of the middle phalanx of the 5th toe
HP:0020209	Hot water-induced seizure
HP:0030965	Aortic stiffness
MP:0001023	L5 dorsal root ganglion hypertrophy
HP:0002049	Proximal renal tubular acidosis
HP:0002041	Intractable diarrhea
HP:0025550	Elevated circulating ribitol concentration
MP:0010821	abnormal visceral pleura morphology
HP:0032105	Macrosaccadic oscillations
HP:0032174	Tree-in-bud pattern
MP:0010945	lung epithelium hyperplasia
MP:0002710	increased glucagon secretion
MP:0008787	abnormal tailgut morphology
HP:0011562	Straddling atrioventricular valve
HP:0032585	Renal interstitial eosinophil infiltration
HP:0007396	Early cutaneous photosensitivity
MP:0008492	dorsal root ganglion degeneration
MP:0009612	thick epidermis suprabasal layer
HP:0033646	Absent hippocampal commissure
HP:3000015	Abnormality of risorius muscle
MP:0001523	impaired righting response
HP:0410170	Hippocampal atrophy
MP:0011591	decreased hormone-sensitive lipase activity
HP:0012594	Moderate albuminuria
HP:0003879	Humeral pseudarthrosis
HP:0005571	Increased renal tubular phosphate reabsorption
HP:0011302	Long palm
MP:0013170	eye swellings
MP:0004525	thin cochlear hair cell stereocilia
MP:0011294	renal glomerulus hypertrophy
MP:0006245	dislocated lens
HP:0100809	Scalp tenderness
HP:0030508	Retinal cavernous hemangioma
HP:0031345	Colonic arteriovenous malformation
HP:0006989	Dysplastic corpus callosum
HP:0031726	Incyclotropia
HP:0031778	Incyclophoria
HP:0040292	Left hemiplegia
HP:0032484	Elevated fecal sodium
MP:0008641	increased circulating interleukin-1 beta level
MP:0013597	small vomeronasal organ
MP:0009392	retinal gliosis
MP:0013066	teat open laceration
HP:0032013	Hypermetric horizontal saccades
MP:0009724	ectopic nipples
HP:0020072	Persistent EBV viremia
HP:0030756	Erythrodontia
MP:0009241	thick sperm flagellum
HP:0033594	Elevated urinary 7-biopterin level
HP:0030488	Abnormal central response of multifocal electroretinogram
MP:0003697	absent zona pellucida
MP:0009426	decreased soleus weight
MP:0004281	abnormal hypoglossal nucleus morphology
MP:0013463	increased conjunctiva goblet cell number
HP:0003942	Synovial chondromatosis of the elbow
HP:3000035	Abnormality of cervical plexus
MP:0010562	absent sinus venosus
HP:0001101	Iritis
MP:0011747	myelofibrosis
MP:0002397	abnormal bone marrow morphology
HP:0031874	Late chronotype
MP:0030005	increased retinal apoptosis
MP:0013207	absent endoderm
HP:0041067	Transient decreased circulating IgG1
HP:0002403	Positive Romberg sign
HP:0033400	Acute abdomen
MP:0020339	abnormal retinal ganglion cell dendrite morphology
MP:0009002	premature hair regrowth
HP:0100746	Macrodactyly of finger
MP:0004602	abnormal vertebral articular process morphology
MP:0003767	palate inflammation
MP:0008975	delayed male fertility
MP:0012011	febrile seizures
MP:0004674	thin ribs
MP:0000499	absent ileum
HP:0012524	Abnormal platelet shape
MP:0004709	cervical vertebrae degeneration
MP:0009492	abnormal gallbladder epithelium morphology
HP:0001238	Slender finger
HP:3000009	Abnormality of nasalis muscle
MP:0006085	myocardium necrosis
HP:0012325	Chronic myelomonocytic leukemia
HP:0012077	Histrionic personality disorder
HP:0008967	Exercise-induced muscle stiffness
HP:0012685	Decreased pineal volume
HP:0010129	Cone-shaped epiphysis of the proximal phalanx of the hallux
MP:0010378	increased respiratory quotient
HP:0004881	Episodic hypoventilation
MP:0009807	abnormal pelvic ligament morphology
HP:0011594	Right aortic arch with retroesophageal diverticulum of Kommerell
HP:0025066	Decreased mean corpuscular volume
HP:0003080	Hydroxyprolinuria
HP:0011372	Aplasia of the inner ear
HP:0011137	Non-pruritic urticaria
MP:0000108	midline facial cleft
MP:0000789	thickened cerebral cortex
MP:0012678	absent fourth ventricle
HP:0030320	Increased intervertebral space
HP:0031145	Starry sky appearance on hepatic sonography
MP:0002377	abnormal mucosa-associated lymphoid tissue morphology
HP:0000866	Euthyroid multinodular goiter
MP:0008605	increased circulating interleukin-7 level
MP:0004488	type II spiral ligament fibrocyte degeneration
HP:0031937	Tachylalia
HP:0005486	Small fontanelle
MP:0030355	absent lambdoid suture
MP:0031211	small corpus epididymis
MP:0008766	abnormal B cell receptor editing
MP:0013140	excessive vocalization
MP:0001529	abnormal vocalization
HP:0007427	Reticulated skin pigmentation
HP:0033452	Decreased circulating prealbumin concentration
HP:0031752	Lateral rectus muscle overaction
MP:0003719	abnormal pericyte morphology
MP:0013290	persistent ultimobranchial bodies
HP:0033516	Benzodiazepine addiction
HP:0006763	Anal canal squamous carcinoma
MP:0003721	increased tumor growth/size
HP:0009538	Contracture of the distal interphalangeal joint of the 2nd finger
MP:0002651	abnormal sciatic nerve morphology
HP:0011984	Atretic gallbladder
HP:0100853	Hypoplastic areola
HP:0000751	Personality changes
HP:0003911	Flared humeral metaphysis
MP:0020102	increased hepatic glucose production
MP:0030017	decreased adipocyte glucose uptake
HP:0033254	Anorectal stricture
MP:0011859	decreased renal glomerulus basement membrane thickness
HP:0004804	Congenital hemolytic anemia
HP:0040175	Platelet-activating factor acetylhydrolase deficiency
HP:0003333	Increased serum beta-hexosaminidase
HP:0012412	Premature adrenarche
MP:0010772	abnormal pollex morphology
HP:0040259	Aplastic nasopharyngeal adenoids
HP:0200108	Shortened outer dynein arms
HP:0500244	Increased CSF ornithine concentration
MP:0008657	increased interleukin-1 beta secretion
HP:0030094	Reduced muscle fiber laminin beta 1
HP:0008738	Partially duplicated kidney
HP:0033489	Glomerular endocapillary neutrophil hypercellularity
MP:0002700	opacity of vitreous body
HP:0006106	Absent trapezoid bone
HP:0500233	Increased CSF alanine concentration
HP:0040281	Very frequent
MP:0013777	spontaneous remission from bone marrow failure
HP:0011599	Mesocardia
HP:0033870	Medullary peritubular capillary intraluminal thrombi
MP:0000473	abnormal stomach glandular epithelium morphology
MP:0001675	abnormal ectoderm development
MP:0005188	small penis
MP:0005564	increased hemoglobin content
MP:0013969	reduced sympathetic cervical ganglion size
MP:0008512	disorganized retinal inner nuclear layer
HP:0031158	Widened atrophic scar
MP:0012450	decreased primary motor cortex size
MP:0004307	absent Rosenthal canal
MP:0013901	absent female preputial gland
MP:0011790	increased urethral gland adenocarcinoma incidence
HP:0030262	Narrow penis
HP:0009795	Branchial fistula
MP:0013161	improved muscle regeneration
MP:0004640	decreased metatarsal bone number
MP:0031185	sudden unexpected death in epilepsy
MP:0020447	decreased NAD(P)H oxidase activity
MP:0011547	decreased urine progesterone level
HP:0031342	Duodenal arteriovenous malformation
MP:0011614	slow aging
HP:0000206	Glossitis
HP:0033374	Decreased KCO
HP:0007260	Type II lissencephaly
HP:0003562	Abnormal metaphyseal vascular invasion
HP:0007986	Increased retinal vascularity
MP:0004997	increased CNS synapse formation
HP:0031677	Polymorphic ventricular tachycardia
MP:0003741	tinnitus
MP:0013435	decreased CD8-positive, naive alpha-beta T cell number
HP:0032217	Indurated nodule
HP:0004286	Patchy sclerosis of hand bones
MP:0010166	increased response to stress-induced hyperthermia
MP:0003032	hypocapnia
MP:0011388	absent heart
MP:0013572	abnormal parathyroid gland chief cell morphology
HP:0032351	Phenylalaninuria
MP:0008746	abnormal peripheral B cell anergy
HP:3000070	Abnormality of levator anguli oris
HP:0500213	Decreased CSF threonine concentration
MP:0008482	decreased spleen germinal center number
HP:0033121	Barking cough
HP:0031757	Medial rectus muscle restriction
MP:0011873	enlarged uterine horn
HP:0011504	Bull's eye maculopathy
MP:0004068	dilated dorsal aorta
HP:0004051	Advanced ossification of the hand bones
HP:0003321	Biconcave flattened vertebrae
HP:0500166	Abnormal circulating gastrin concentration
HP:0032242	Cervical intraepithelial neoplasia
MP:0010723	paternal effect
MP:0009315	increased rectum adenocarcinoma incidence
MP:0009257	dilated seminiferous tubules
MP:0011608	increased glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity
MP:0010462	pulmonary artery aneurysm
MP:0020325	abnormal beige fat cell morphology
HP:0040246	Reduced antithrombin antigen
HP:0005692	Joint hyperflexibility
MP:0011632	dilated mitochondria
HP:0012668	Vasovagal syncope
MP:0012399	short nails
HP:0031020	Bone marrow hypercellularity
HP:0025638	Elevated urinary N-butyrylglycine
MP:0008808	decreased spleen iron level
HP:0033579	Decreased growth hormone responses to growth hormone-releasing hormone challenge
MP:0011962	increased cornea thickness
MP:0010636	bundle branch block
HP:0033874	Cortical peritubular capillary lumen organized thrombi
MP:0001490	abnormal vibrissae reflex
MP:0004385	interparietal bone hypoplasia
HP:0030297	Metaphyseal chondromatosis of ulna
HP:0008167	Very long chain fatty acid accumulation
HP:0005650	Cutaneous syndactyly between fingers 2 and 5
HP:0040190	White scaling skin
HP:0008244	Congenital adrenal hypoplasia
HP:0007565	Multiple cafe-au-lait spots
MP:0009743	preaxial polydactyly
HP:0031087	Absent pubertal growth spurt
MP:0020099	increased susceptibility to diet-induced aortic fatty streak lesions
HP:0032645	Renal interstitial mononuclear cell infiltration
MP:0011915	increased heart left atrium weight
MP:0010634	increased QRS amplitude
MP:0010721	short sublingual duct
HP:0033526	Limited ankle dorsiflexion
MP:0011517	hyperoxaluria
HP:3000063	Abnormality of internal jugular vein
HP:0033592	Anti-H3-H4 antibody positivity
HP:0007544	Piebaldism
HP:0007295	Chaotic rapid conjugate ocular movements
HP:0005335	Sleepy facial expression
MP:0013496	abnormal trachea development
HP:0008678	Renal hypoplasia/aplasia
MP:0002311	abnormal inspiratory capacity
HP:0033960	Cortical radial artery intimal mucoid edema
HP:0012239	Atransferrinemia
MP:0004971	dermal hyperplasia
HP:0006234	Osteolysis involving tarsal bones
HP:0410315	Increased urinary 1-methylhistidine
MP:0003588	ureter stenosis
MP:0001199	thin skin
HP:0008293	Long-chain dicarboxylic aciduria
HP:0012493	Middle cerebral artery stenosis
HP:0031326	Monoclonal light chain cardiac amyloidosis
HP:0033547	Mesangial immunotactoid deposits
HP:0008451	Posterior vertebral hypoplasia
MP:0008861	abnormal hair shedding
MP:0010922	alveolitis
MP:0002294	short gestation period
MP:0011669	double outlet right ventricle, doubly committed ventricular septal defect
MP:0030887	abnormal sternoclavicular joint morphology
HP:0006353	Hypoplasia of the tooth germ
MP:0009719	reduced cerebellar foliation
HP:0011707	Mobitz I atrioventricular block
HP:0100644	Melanonychia
HP:0500087	Peripapillary atrophy
HP:0003533	Reduced acetaldehyde dehydrogenase level
MP:0008430	short temporal bone squamous part
HP:0001820	Leukonychia
MP:0012687	abnormal heart atrium weight
HP:0006655	Rib segmentation abnormalities
MP:0031274	increased susceptibility to induced aneurysm formation
MP:0012019	abnormal oviduct epithelium motile cilium physiology
MP:0010996	increased aorta wall thickness
HP:0033750	Reduced functional residual capacity
HP:0004589	Dysplasia of second lumbar vertebra
HP:0004902	Congenital lactic acidosis
MP:0013007	abnormal vagal neural crest cell migration
HP:0030663	Optically empty vitreous
MP:0020079	increased incidence of epicardial mineralization
MP:0008684	increased interleukin-18 secretion
HP:0030230	Central core regions in muscle fibers
MP:0012452	increased retrosplenial granular cortex size
HP:0025251	Open comedo
MP:0005039	hypoxia
MP:0004209	abnormal sweet taste sensitivity
HP:0033695	Occupational disability
HP:0011674	Cardiac teratoma
HP:0033846	Spinal hypomyelination
HP:0032622	Tubular luminal dilatation
MP:0013878	abnormal ductus venosus valve topology
HP:0030474	Undetectable dark-adapted electroretinogram
HP:0500210	Increased CSF methionine concentration
HP:0007065	Disorganization of the anterior cerebellar vermis
HP:0009897	Horizontal crus of helix
MP:0012537	abnormal hyaloid artery morphology
HP:0025328	Antepartum hemorrhage
MP:0003086	hydromyelia
HP:0002510	Spastic tetraplegia
HP:0002254	Intermittent diarrhea
HP:0010526	Dysgraphia
HP:0002594	Pancreatic hypoplasia
HP:0032433	Decreased HDL3c concentration
HP:0009931	Enlarged naris
MP:0030321	abnormal tegmen tympani morphology
HP:0006461	Proximal femoral epiphysiolysis
HP:0012491	Abnormal dense tubular system
HP:0030635	Retinal dystrophy with early macular involvement
HP:0000155	Oral ulcer
HP:0025631	Alpha-aminobutyric aciduria
MP:0000528	delayed kidney development
MP:0013865	abnormal dorsal pancreas topology
MP:0011010	decreased circulating glutamate dehydrogenase level
MP:0031084	decreased erythrocyte osmotic fragility
MP:0003657	abnormal erythrocyte osmotic lysis
HP:0011989	Ectopic ossification in ligament tissue
MP:0000888	absent cerebellar granule layer
HP:0009056	Loss of subcutaneous adipose tissue from upper limbs
HP:0031388	Megakaryocyte nucleus hyperlobulation
HP:0020006	Ciliary body coloboma
MP:0011248	visceral organ asymmetry
HP:0030067	Peripheral primitive neuroectodermal neoplasm
MP:0004243	abnormal motor nerve collateral sprouting
MP:0010726	abnormal collateral sprouting
MP:0009526	absent sublingual gland
MP:0003164	decreased posterior semicircular canal size
HP:0007311	Short stepped shuffling gait
HP:0032511	Superiorly positioned umbilicus
HP:0033143	Jejunitis
HP:0025466	Beta 2-microglobulinuria
HP:0000552	Tritanomaly
MP:0003712	raised ear position
MP:0010660	descending thoracic aorta aneurysm
MP:0003133	increased early pro-B cell number
HP:0100522	Thymoma
MP:0012035	abnormal b-wave shape
HP:0010704	1-2 finger syndactyly
HP:0003784	Type 1 collagen overmodification
MP:0000736	delayed muscle development
MP:0011268	biphasic excitatory postsynaptic current amplitude
MP:0030922	absent hair club
HP:0001704	Tricuspid valve prolapse
MP:0011274	short excitatory postsynaptic current decay time
